Order_ID,Product,Price_Each,Quantity_Ordered,Order_Date,Purchase_Address,Total_Sales
14643,Shoe,3500,3.0,Unknown-Date,Unkown-Adress,10500.0
14644,Shoe,3500,1.0,2025-03-22,"Bahir Dar, Ethiopia",3500.0
14645,Shoe,3500,1.0,Unknown-Date,Unkown-Adress,3500.0
14646,Wireless Mouse,1200,3.0,Unknown-Date,"Hawassa, Ethiopia",3600.0
14647,Wireless Mouse,1200,2.0,2025-02-10,"Bole, Addis Ababa",2400.0
14648,Shoe,3500,3.0,2025-03-22,Unkown-Adress,10500.0
14649,Wireless Mouse,1200,3.0,2025-01-15,Unkown-Adress,3600.0
14650,Samsung S22,38000,1.0,Unknown-Date,Unkown-Adress,38000.0
14651,Laptop Bag,2500,3.0,2025-05-12,"Adama, Ethiopia",7500.0
14652,Shoe,3500,1.0,2025-03-22,Unkown-Adress,3500.0
14653,Samsung S22,38000,1.0,2025-04-05,"Hawassa, Ethiopia",38000.0
14654,Laptop Bag,2500,1.0,Unknown-Date,"Bole, Addis Ababa",2500.0
14655,Laptop Bag,2500,2.0,Unknown-Date,"Adama, Ethiopia",5000.0
14656,Wireless Mouse,1200,1.0,2025-01-15,"Hawassa, Ethiopia",1200.0
14657,Laptop Bag,2500,3.0,2025-05-12,Unkown-Adress,7500.0
14658,Wireless Mouse,1200,1.0,2025-01-15,"Megenagna, Addis Ababa",1200.0
14659,iPhone 13,45000,3.0,2025-03-22,"Mekelle, Ethiopia",135000.0
14660,Samsung S22,38000,3.0,2025-03-22,"Mekelle, Ethiopia",114000.0
14661,Shoe,3500,1.0,Unknown-Date,"Megenagna, Addis Ababa",3500.0
14662,Samsung S22,38000,1.0,Unknown-Date,Unkown-Adress,38000.0
14663,Shoe,3500,3.0,2025-04-05,Unkown-Adress,10500.0
14664,iPhone 13,45000,1.0,2025-01-15,Unkown-Adress,45000.0
14665,Laptop Bag,2500,1.0,Unknown-Date,Unkown-Adress,2500.0
14666,MacBook Pro,120000,1.0,Unknown-Date,"Bahir Dar, Ethiopia",120000.0
14667,iPhone 13,45000,1.0,2025-04-05,"Hawassa, Ethiopia",45000.0
14668,Shoe,3500,3.0,2025-02-10,"Bole, Addis Ababa",10500.0
14669,Wireless Mouse,1200,1.0,2025-01-15,Unkown-Adress,1200.0
14670,Shoe,3500,3.0,2025-01-15,Unkown-Adress,10500.0
14671,Shoe,3500,1.0,Unknown-Date,"Bole, Addis Ababa",3500.0
14672,Samsung S22,38000,1.0,Unknown-Date,"Bahir Dar, Ethiopia",38000.0
14673,MacBook Pro,120000,3.0,2025-05-12,"Adama, Ethiopia",360000.0
14674,MacBook Pro,120000,1.0,2025-05-12,"Megenagna, Addis Ababa",120000.0
14675,Samsung S22,38000,3.0,Unknown-Date,"Bole, Addis Ababa",114000.0
14676,MacBook Pro,120000,1.0,Unknown-Date,"Hawassa, Ethiopia",120000.0
14677,Laptop Bag,2500,3.0,2025-04-05,"Mekelle, Ethiopia",7500.0
14678,Wireless Mouse,1200,2.0,Unknown-Date,Unkown-Adress,2400.0
14679,Laptop Bag,2500,1.0,2025-04-05,"Mekelle, Ethiopia",2500.0
14680,Wireless Mouse,1200,1.0,Unknown-Date,Unkown-Adress,1200.0
14681,Wireless Mouse,1200,1.0,Unknown-Date,"Hawassa, Ethiopia",1200.0
14682,iPhone 13,45000,3.0,2025-04-05,"Bole, Addis Ababa",135000.0
14683,Shoe,3500,1.0,Unknown-Date,"Megenagna, Addis Ababa",3500.0
14684,iPhone 13,45000,2.0,Unknown-Date,Unkown-Adress,90000.0
14685,Wireless Mouse,1200,3.0,2025-04-05,Unkown-Adress,3600.0
14686,MacBook Pro,120000,1.0,Unknown-Date,Unkown-Adress,120000.0
14687,Shoe,3500,2.0,Unknown-Date,Unkown-Adress,7000.0
14688,Laptop Bag,2500,2.0,Unknown-Date,Unkown-Adress,5000.0
14689,Laptop Bag,2500,1.0,Unknown-Date,"Bahir Dar, Ethiopia",2500.0
14690,Wireless Mouse,1200,3.0,2025-02-10,Unkown-Adress,3600.0
14691,iPhone 13,45000,1.0,Unknown-Date,Unkown-Adress,45000.0
14692,MacBook Pro,120000,1.0,2025-03-22,Unkown-Adress,120000.0
14693,MacBook Pro,120000,1.0,2025-03-22,Unkown-Adress,120000.0
14694,iPhone 13,45000,2.0,Unknown-Date,Unkown-Adress,90000.0
14695,MacBook Pro,120000,3.0,2025-04-05,Unkown-Adress,360000.0
14696,Laptop Bag,2500,1.0,2025-03-22,"Bole, Addis Ababa",2500.0
14697,Laptop Bag,2500,3.0,2025-05-12,"Adama, Ethiopia",7500.0
14698,iPhone 13,45000,3.0,2025-05-12,Unkown-Adress,135000.0
14699,Samsung S22,38000,3.0,Unknown-Date,"Bole, Addis Ababa",114000.0
14700,MacBook Pro,120000,1.0,Unknown-Date,"Bole, Addis Ababa",120000.0
14701,Laptop Bag,2500,1.0,Unknown-Date,Unkown-Adress,2500.0
14702,Samsung S22,38000,3.0,2025-01-15,"Megenagna, Addis Ababa",114000.0
14703,Samsung S22,38000,1.0,2025-01-15,Unkown-Adress,38000.0
14704,iPhone 13,45000,1.0,2025-05-12,Unkown-Adress,45000.0
14705,Wireless Mouse,1200,3.0,2025-01-15,Unkown-Adress,3600.0
14706,iPhone 13,45000,1.0,2025-01-15,Unkown-Adress,45000.0
14707,Samsung S22,38000,3.0,2025-04-05,Unkown-Adress,114000.0
14708,Samsung S22,38000,3.0,Unknown-Date,"Bahir Dar, Ethiopia",114000.0
14709,Wireless Mouse,1200,3.0,2025-01-15,Unkown-Adress,3600.0
14710,Samsung S22,38000,1.0,2025-01-15,Unkown-Adress,38000.0
14711,Laptop Bag,2500,1.0,Unknown-Date,Unkown-Adress,2500.0
14712,iPhone 13,45000,1.0,Unknown-Date,"Bole, Addis Ababa",45000.0
14713,iPhone 13,45000,1.0,2025-04-05,Unkown-Adress,45000.0
14714,MacBook Pro,120000,3.0,2025-03-22,"Bole, Addis Ababa",360000.0
14715,MacBook Pro,120000,1.0,2025-01-15,"Bole, Addis Ababa",120000.0
14716,Shoe,3500,2.0,Unknown-Date,Unkown-Adress,7000.0
14717,Shoe,3500,2.0,Unknown-Date,"Adama, Ethiopia",7000.0
14718,Samsung S22,38000,1.0,2025-05-12,Unkown-Adress,38000.0
14719,iPhone 13,45000,1.0,Unknown-Date,"Bole, Addis Ababa",45000.0
14720,iPhone 13,45000,1.0,2025-05-12,Unkown-Adress,45000.0
14721,Wireless Mouse,1200,1.0,2025-01-15,Unkown-Adress,1200.0
14722,Shoe,3500,1.0,Unknown-Date,Unkown-Adress,3500.0
14723,Shoe,3500,1.0,2025-03-22,"Adama, Ethiopia",3500.0
14724,Samsung S22,38000,1.0,Unknown-Date,"Hawassa, Ethiopia",38000.0
14725,iPhone 13,45000,2.0,Unknown-Date,Unkown-Adress,90000.0
14726,MacBook Pro,120000,3.0,Unknown-Date,"Megenagna, Addis Ababa",360000.0
14727,MacBook Pro,120000,3.0,Unknown-Date,"Megenagna, Addis Ababa",360000.0
14728,Samsung S22,38000,1.0,Unknown-Date,"Bole, Addis Ababa",38000.0
14729,Samsung S22,38000,2.0,Unknown-Date,Unkown-Adress,76000.0
14730,Samsung S22,38000,2.0,Unknown-Date,"Bole, Addis Ababa",76000.0
14731,Wireless Mouse,1200,3.0,Unknown-Date,Unkown-Adress,3600.0
14732,Samsung S22,38000,3.0,2025-02-10,"Bole, Addis Ababa",114000.0
14733,Shoe,3500,3.0,Unknown-Date,Unkown-Adress,10500.0
14734,Shoe,3500,3.0,Unknown-Date,Unkown-Adress,10500.0
14735,iPhone 13,45000,2.0,2025-01-15,Unkown-Adress,90000.0
14736,Wireless Mouse,1200,3.0,2025-01-15,Unkown-Adress,3600.0
14737,Shoe,3500,3.0,2025-02-10,Unkown-Adress,10500.0
14738,MacBook Pro,120000,1.0,2025-03-22,"Adama, Ethiopia",120000.0
14739,Wireless Mouse,1200,1.0,2025-01-15,Unkown-Adress,1200.0
14740,Laptop Bag,2500,1.0,2025-02-10,"Mekelle, Ethiopia",2500.0
14741,iPhone 13,45000,1.0,Unknown-Date,Unkown-Adress,45000.0
14742,Shoe,3500,2.0,Unknown-Date,Unkown-Adress,7000.0
14743,iPhone 13,45000,1.0,2025-05-12,Unkown-Adress,45000.0
14744,Samsung S22,38000,3.0,2025-05-12,"Megenagna, Addis Ababa",114000.0
14745,Laptop Bag,2500,3.0,Unknown-Date,Unkown-Adress,7500.0
14746,Samsung S22,38000,1.0,2025-02-10,"Mekelle, Ethiopia",38000.0
14747,Laptop Bag,2500,1.0,2025-02-10,"Bahir Dar, Ethiopia",2500.0
14748,Wireless Mouse,1200,2.0,Unknown-Date,Unkown-Adress,2400.0
14749,Samsung S22,38000,1.0,2025-02-10,Unkown-Adress,38000.0
14750,Laptop Bag,2500,2.0,2025-03-22,"Mekelle, Ethiopia",5000.0
14751,Laptop Bag,2500,2.0,2025-04-05,Unkown-Adress,5000.0
14752,Wireless Mouse,1200,1.0,Unknown-Date,"Hawassa, Ethiopia",1200.0
14753,Wireless Mouse,1200,1.0,2025-05-12,Unkown-Adress,1200.0
14754,Shoe,3500,1.0,2025-03-22,"Bahir Dar, Ethiopia",3500.0
14755,Wireless Mouse,1200,1.0,2025-03-22,Unkown-Adress,1200.0
14756,Laptop Bag,2500,1.0,2025-02-10,"Mekelle, Ethiopia",2500.0
14757,Samsung S22,38000,3.0,2025-02-10,"Megenagna, Addis Ababa",114000.0
14758,Wireless Mouse,1200,1.0,Unknown-Date,Unkown-Adress,1200.0
14759,Shoe,3500,1.0,Unknown-Date,Unkown-Adress,3500.0
14760,Samsung S22,38000,1.0,Unknown-Date,"Megenagna, Addis Ababa",38000.0
14761,iPhone 13,45000,3.0,Unknown-Date,"Hawassa, Ethiopia",135000.0
14762,iPhone 13,45000,3.0,Unknown-Date,"Mekelle, Ethiopia",135000.0
14763,Samsung S22,38000,1.0,2025-01-15,"Megenagna, Addis Ababa",38000.0
14764,Laptop Bag,2500,1.0,Unknown-Date,Unkown-Adress,2500.0
14765,Wireless Mouse,1200,1.0,2025-05-12,"Adama, Ethiopia",1200.0
14766,iPhone 13,45000,1.0,Unknown-Date,Unkown-Adress,45000.0
14767,Shoe,3500,3.0,2025-04-05,"Mekelle, Ethiopia",10500.0
14768,Shoe,3500,3.0,2025-01-15,"Bahir Dar, Ethiopia",10500.0
14769,MacBook Pro,120000,1.0,2025-04-05,"Bole, Addis Ababa",120000.0
14770,iPhone 13,45000,3.0,2025-05-12,"Mekelle, Ethiopia",135000.0
14771,Laptop Bag,2500,1.0,2025-05-12,Unkown-Adress,2500.0
14772,Laptop Bag,2500,1.0,2025-03-22,Unkown-Adress,2500.0
14773,Wireless Mouse,1200,1.0,2025-01-15,"Mekelle, Ethiopia",1200.0
14774,Shoe,3500,3.0,Unknown-Date,Unkown-Adress,10500.0
14775,Laptop Bag,2500,3.0,2025-02-10,Unkown-Adress,7500.0
14776,Samsung S22,38000,2.0,2025-05-12,"Mekelle, Ethiopia",76000.0
14777,Wireless Mouse,1200,1.0,2025-01-15,"Hawassa, Ethiopia",1200.0
14778,Wireless Mouse,1200,3.0,Unknown-Date,"Bole, Addis Ababa",3600.0
14779,iPhone 13,45000,3.0,Unknown-Date,Unkown-Adress,135000.0
14780,Laptop Bag,2500,2.0,Unknown-Date,Unkown-Adress,5000.0
14781,MacBook Pro,120000,1.0,2025-01-15,Unkown-Adress,120000.0
14782,Shoe,3500,3.0,Unknown-Date,Unkown-Adress,10500.0
14783,Samsung S22,38000,3.0,2025-04-05,"Adama, Ethiopia",114000.0
14784,Shoe,3500,2.0,2025-03-22,Unkown-Adress,7000.0
14785,Laptop Bag,2500,3.0,2025-03-22,Unkown-Adress,7500.0
14786,Samsung S22,38000,2.0,2025-01-15,"Bole, Addis Ababa",76000.0
14787,Samsung S22,38000,2.0,2025-04-05,Unkown-Adress,76000.0
14788,Shoe,3500,1.0,2025-04-05,Unkown-Adress,3500.0
14789,Samsung S22,38000,1.0,Unknown-Date,"Bole, Addis Ababa",38000.0
14790,iPhone 13,45000,1.0,Unknown-Date,Unkown-Adress,45000.0
14791,Wireless Mouse,1200,3.0,Unknown-Date,"Bole, Addis Ababa",3600.0
14792,Shoe,3500,1.0,2025-01-15,"Hawassa, Ethiopia",3500.0
14793,Shoe,3500,1.0,Unknown-Date,"Adama, Ethiopia",3500.0
14794,Samsung S22,38000,3.0,Unknown-Date,"Mekelle, Ethiopia",114000.0
14795,Laptop Bag,2500,1.0,Unknown-Date,Unkown-Adress,2500.0
14796,Wireless Mouse,1200,1.0,2025-03-22,Unkown-Adress,1200.0
14797,iPhone 13,45000,1.0,Unknown-Date,"Hawassa, Ethiopia",45000.0
14798,iPhone 13,45000,1.0,2025-02-10,Unkown-Adress,45000.0
14799,iPhone 13,45000,3.0,Unknown-Date,"Bole, Addis Ababa",135000.0
14800,Shoe,3500,1.0,2025-05-12,"Mekelle, Ethiopia",3500.0
14801,Samsung S22,38000,2.0,Unknown-Date,Unkown-Adress,76000.0
14802,iPhone 13,45000,2.0,Unknown-Date,Unkown-Adress,90000.0
14803,Laptop Bag,2500,2.0,2025-04-05,Unkown-Adress,5000.0
14804,Shoe,3500,1.0,2025-05-12,"Hawassa, Ethiopia",3500.0
14805,Laptop Bag,2500,1.0,2025-03-22,"Mekelle, Ethiopia",2500.0
14806,iPhone 13,45000,1.0,Unknown-Date,Unkown-Adress,45000.0
14807,Samsung S22,38000,1.0,Unknown-Date,"Adama, Ethiopia",38000.0
14808,MacBook Pro,120000,3.0,Unknown-Date,"Mekelle, Ethiopia",360000.0
14809,MacBook Pro,120000,2.0,2025-03-22,"Adama, Ethiopia",240000.0
14810,Wireless Mouse,1200,2.0,2025-02-10,Unkown-Adress,2400.0
14811,Laptop Bag,2500,1.0,Unknown-Date,Unkown-Adress,2500.0
14812,Shoe,3500,2.0,Unknown-Date,Unkown-Adress,7000.0
14813,Laptop Bag,2500,1.0,Unknown-Date,"Adama, Ethiopia",2500.0
14814,MacBook Pro,120000,3.0,2025-05-12,Unkown-Adress,360000.0
14815,Samsung S22,38000,3.0,2025-02-10,"Hawassa, Ethiopia",114000.0
14816,iPhone 13,45000,1.0,Unknown-Date,"Adama, Ethiopia",45000.0
14817,MacBook Pro,120000,1.0,2025-05-12,Unkown-Adress,120000.0
14818,Shoe,3500,1.0,2025-02-10,Unkown-Adress,3500.0
14819,Wireless Mouse,1200,1.0,2025-04-05,Unkown-Adress,1200.0
14820,Laptop Bag,2500,2.0,Unknown-Date,Unkown-Adress,5000.0
14821,MacBook Pro,120000,1.0,2025-04-05,"Bahir Dar, Ethiopia",120000.0
14822,Laptop Bag,2500,1.0,2025-04-05,"Mekelle, Ethiopia",2500.0
14823,Laptop Bag,2500,3.0,2025-05-12,"Bahir Dar, Ethiopia",7500.0
14824,Laptop Bag,2500,2.0,Unknown-Date,Unkown-Adress,5000.0
14825,Wireless Mouse,1200,1.0,2025-03-22,"Bahir Dar, Ethiopia",1200.0
14826,Samsung S22,38000,1.0,Unknown-Date,"Hawassa, Ethiopia",38000.0
14827,iPhone 13,45000,1.0,2025-01-15,Unkown-Adress,45000.0
14828,MacBook Pro,120000,1.0,Unknown-Date,Unkown-Adress,120000.0
14829,Laptop Bag,2500,2.0,2025-03-22,Unkown-Adress,5000.0
14830,Laptop Bag,2500,1.0,Unknown-Date,Unkown-Adress,2500.0
14831,Samsung S22,38000,3.0,Unknown-Date,"Mekelle, Ethiopia",114000.0
14832,Samsung S22,38000,1.0,Unknown-Date,Unkown-Adress,38000.0
14833,Wireless Mouse,1200,2.0,Unknown-Date,"Adama, Ethiopia",2400.0
14834,Shoe,3500,3.0,2025-03-22,"Hawassa, Ethiopia",10500.0
14835,MacBook Pro,120000,1.0,Unknown-Date,"Mekelle, Ethiopia",120000.0
14836,MacBook Pro,120000,1.0,Unknown-Date,Unkown-Adress,120000.0
14837,iPhone 13,45000,1.0,2025-02-10,"Bole, Addis Ababa",45000.0
14838,Laptop Bag,2500,1.0,Unknown-Date,"Mekelle, Ethiopia",2500.0
14839,MacBook Pro,120000,1.0,2025-02-10,Unkown-Adress,120000.0
14840,MacBook Pro,120000,3.0,2025-05-12,Unkown-Adress,360000.0
14841,iPhone 13,45000,1.0,Unknown-Date,Unkown-Adress,45000.0
14842,Laptop Bag,2500,2.0,Unknown-Date,Unkown-Adress,5000.0
14843,Samsung S22,38000,1.0,Unknown-Date,Unkown-Adress,38000.0
14844,Wireless Mouse,1200,3.0,Unknown-Date,Unkown-Adress,3600.0
14845,Laptop Bag,2500,3.0,2025-02-10,Unkown-Adress,7500.0
14846,Samsung S22,38000,1.0,2025-04-05,"Hawassa, Ethiopia",38000.0
14847,iPhone 13,45000,3.0,Unknown-Date,"Bahir Dar, Ethiopia",135000.0
14848,MacBook Pro,120000,3.0,2025-02-10,"Bole, Addis Ababa",360000.0
14849,Shoe,3500,1.0,2025-01-15,"Mekelle, Ethiopia",3500.0
14850,MacBook Pro,120000,3.0,Unknown-Date,"Megenagna, Addis Ababa",360000.0
14851,Wireless Mouse,1200,1.0,Unknown-Date,"Mekelle, Ethiopia",1200.0
14852,Wireless Mouse,1200,1.0,Unknown-Date,Unkown-Adress,1200.0
14853,Samsung S22,38000,2.0,Unknown-Date,Unkown-Adress,76000.0
14854,Wireless Mouse,1200,2.0,Unknown-Date,"Mekelle, Ethiopia",2400.0
14855,Shoe,3500,3.0,Unknown-Date,"Bahir Dar, Ethiopia",10500.0
14856,Shoe,3500,3.0,Unknown-Date,Unkown-Adress,10500.0
14857,Shoe,3500,3.0,2025-03-22,"Bole, Addis Ababa",10500.0
14858,MacBook Pro,120000,1.0,2025-02-10,Unkown-Adress,120000.0
14859,Samsung S22,38000,3.0,Unknown-Date,Unkown-Adress,114000.0
14860,iPhone 13,45000,1.0,Unknown-Date,Unkown-Adress,45000.0
14861,MacBook Pro,120000,2.0,2025-01-15,"Megenagna, Addis Ababa",240000.0
14862,MacBook Pro,120000,1.0,Unknown-Date,Unkown-Adress,120000.0
14863,MacBook Pro,120000,3.0,2025-01-15,"Bahir Dar, Ethiopia",360000.0
14864,Laptop Bag,2500,1.0,2025-01-15,"Adama, Ethiopia",2500.0
14865,Wireless Mouse,1200,1.0,2025-03-22,Unkown-Adress,1200.0
14866,Wireless Mouse,1200,3.0,2025-04-05,Unkown-Adress,3600.0
14867,MacBook Pro,120000,3.0,Unknown-Date,"Bole, Addis Ababa",360000.0
14868,Laptop Bag,2500,1.0,Unknown-Date,"Adama, Ethiopia",2500.0
14869,Shoe,3500,3.0,Unknown-Date,"Megenagna, Addis Ababa",10500.0
14870,MacBook Pro,120000,3.0,Unknown-Date,Unkown-Adress,360000.0
14871,Laptop Bag,2500,3.0,Unknown-Date,"Adama, Ethiopia",7500.0
14872,Wireless Mouse,1200,2.0,Unknown-Date,Unkown-Adress,2400.0
14873,Wireless Mouse,1200,1.0,2025-01-15,"Bole, Addis Ababa",1200.0
14874,Wireless Mouse,1200,2.0,2025-01-15,Unkown-Adress,2400.0
14875,Laptop Bag,2500,1.0,Unknown-Date,"Mekelle, Ethiopia",2500.0
14876,iPhone 13,45000,3.0,Unknown-Date,"Adama, Ethiopia",135000.0
14877,Samsung S22,38000,2.0,Unknown-Date,Unkown-Adress,76000.0
14878,iPhone 13,45000,3.0,Unknown-Date,Unkown-Adress,135000.0
14879,Shoe,3500,2.0,2025-03-22,Unkown-Adress,7000.0
14880,Shoe,3500,1.0,Unknown-Date,"Megenagna, Addis Ababa",3500.0
14881,MacBook Pro,120000,1.0,2025-05-12,"Hawassa, Ethiopia",120000.0
14882,Laptop Bag,2500,1.0,Unknown-Date,"Megenagna, Addis Ababa",2500.0
14883,iPhone 13,45000,3.0,2025-02-10,Unkown-Adress,135000.0
14884,Laptop Bag,2500,2.0,2025-04-05,Unkown-Adress,5000.0
14885,iPhone 13,45000,3.0,2025-05-12,"Mekelle, Ethiopia",135000.0
14886,Shoe,3500,1.0,2025-03-22,"Mekelle, Ethiopia",3500.0
14887,Laptop Bag,2500,3.0,Unknown-Date,Unkown-Adress,7500.0
14888,Wireless Mouse,1200,1.0,2025-01-15,"Bole, Addis Ababa",1200.0
14889,Shoe,3500,3.0,Unknown-Date,"Mekelle, Ethiopia",10500.0
14890,Samsung S22,38000,2.0,Unknown-Date,Unkown-Adress,76000.0
14891,Samsung S22,38000,3.0,Unknown-Date,"Hawassa, Ethiopia",114000.0
14892,Wireless Mouse,1200,3.0,2025-01-15,"Bahir Dar, Ethiopia",3600.0
14893,MacBook Pro,120000,3.0,2025-03-22,"Bole, Addis Ababa",360000.0
14894,Wireless Mouse,1200,3.0,2025-03-22,"Mekelle, Ethiopia",3600.0
14895,Wireless Mouse,1200,1.0,Unknown-Date,"Hawassa, Ethiopia",1200.0
14896,iPhone 13,45000,1.0,Unknown-Date,"Bole, Addis Ababa",45000.0
14897,Wireless Mouse,1200,1.0,2025-05-12,Unkown-Adress,1200.0
14898,Laptop Bag,2500,2.0,Unknown-Date,Unkown-Adress,5000.0
14899,MacBook Pro,120000,3.0,Unknown-Date,Unkown-Adress,360000.0
14900,iPhone 13,45000,2.0,Unknown-Date,Unkown-Adress,90000.0
14901,Laptop Bag,2500,1.0,2025-03-22,"Bahir Dar, Ethiopia",2500.0
14902,iPhone 13,45000,3.0,2025-02-10,"Bole, Addis Ababa",135000.0
14903,Shoe,3500,1.0,2025-01-15,Unkown-Adress,3500.0
14904,Shoe,3500,3.0,Unknown-Date,"Bahir Dar, Ethiopia",10500.0
14905,Samsung S22,38000,1.0,2025-03-22,Unkown-Adress,38000.0
14906,Wireless Mouse,1200,3.0,Unknown-Date,"Bahir Dar, Ethiopia",3600.0
14907,Laptop Bag,2500,1.0,2025-04-05,"Megenagna, Addis Ababa",2500.0
14908,Laptop Bag,2500,2.0,Unknown-Date,"Adama, Ethiopia",5000.0
14909,Samsung S22,38000,3.0,Unknown-Date,Unkown-Adress,114000.0
14910,Wireless Mouse,1200,2.0,Unknown-Date,Unkown-Adress,2400.0
14911,Laptop Bag,2500,3.0,Unknown-Date,"Bahir Dar, Ethiopia",7500.0
14912,MacBook Pro,120000,2.0,2025-02-10,"Mekelle, Ethiopia",240000.0
14913,MacBook Pro,120000,1.0,2025-03-22,"Hawassa, Ethiopia",120000.0
14914,Laptop Bag,2500,3.0,Unknown-Date,"Bole, Addis Ababa",7500.0
14915,Samsung S22,38000,3.0,2025-01-15,Unkown-Adress,114000.0
14916,iPhone 13,45000,1.0,2025-01-15,Unkown-Adress,45000.0
14917,iPhone 13,45000,1.0,Unknown-Date,Unkown-Adress,45000.0
14918,Wireless Mouse,1200,1.0,Unknown-Date,"Adama, Ethiopia",1200.0
14919,Wireless Mouse,1200,3.0,2025-05-12,"Mekelle, Ethiopia",3600.0
14920,MacBook Pro,120000,3.0,Unknown-Date,"Mekelle, Ethiopia",360000.0
14921,Samsung S22,38000,3.0,2025-01-15,Unkown-Adress,114000.0
14922,MacBook Pro,120000,3.0,Unknown-Date,Unkown-Adress,360000.0
14923,Samsung S22,38000,2.0,Unknown-Date,"Mekelle, Ethiopia",76000.0
14924,Wireless Mouse,1200,2.0,Unknown-Date,"Mekelle, Ethiopia",2400.0
14925,MacBook Pro,120000,2.0,Unknown-Date,Unkown-Adress,240000.0
14926,Shoe,3500,2.0,Unknown-Date,Unkown-Adress,7000.0
14927,Laptop Bag,2500,1.0,Unknown-Date,"Adama, Ethiopia",2500.0
14928,MacBook Pro,120000,3.0,2025-01-15,"Bole, Addis Ababa",360000.0
14929,MacBook Pro,120000,1.0,2025-01-15,"Megenagna, Addis Ababa",120000.0
14930,Shoe,3500,1.0,2025-03-22,Unkown-Adress,3500.0
14931,iPhone 13,45000,2.0,2025-02-10,"Adama, Ethiopia",90000.0
14932,MacBook Pro,120000,3.0,Unknown-Date,"Adama, Ethiopia",360000.0
14933,Laptop Bag,2500,1.0,2025-03-22,"Mekelle, Ethiopia",2500.0
14934,Samsung S22,38000,1.0,Unknown-Date,"Hawassa, Ethiopia",38000.0
14935,Wireless Mouse,1200,1.0,Unknown-Date,Unkown-Adress,1200.0
14936,Shoe,3500,3.0,Unknown-Date,"Adama, Ethiopia",10500.0
14937,iPhone 13,45000,1.0,2025-05-12,Unkown-Adress,45000.0
14938,iPhone 13,45000,2.0,2025-04-05,"Hawassa, Ethiopia",90000.0
14939,iPhone 13,45000,1.0,Unknown-Date,"Mekelle, Ethiopia",45000.0
14940,MacBook Pro,120000,2.0,Unknown-Date,Unkown-Adress,240000.0
14941,MacBook Pro,120000,2.0,2025-02-10,Unkown-Adress,240000.0
14942,Wireless Mouse,1200,2.0,Unknown-Date,Unkown-Adress,2400.0
14943,Wireless Mouse,1200,3.0,2025-04-05,"Hawassa, Ethiopia",3600.0
14944,Wireless Mouse,1200,2.0,2025-05-12,Unkown-Adress,2400.0
14945,iPhone 13,45000,1.0,2025-03-22,Unkown-Adress,45000.0
14946,Shoe,3500,2.0,Unknown-Date,"Adama, Ethiopia",7000.0
14947,iPhone 13,45000,1.0,Unknown-Date,"Adama, Ethiopia",45000.0
14948,Samsung S22,38000,1.0,Unknown-Date,"Bole, Addis Ababa",38000.0
14949,Samsung S22,38000,3.0,2025-04-05,Unkown-Adress,114000.0
14950,MacBook Pro,120000,1.0,2025-05-12,"Mekelle, Ethiopia",120000.0
14951,iPhone 13,45000,1.0,Unknown-Date,Unkown-Adress,45000.0
14952,MacBook Pro,120000,1.0,Unknown-Date,Unkown-Adress,120000.0
14953,iPhone 13,45000,1.0,Unknown-Date,"Bole, Addis Ababa",45000.0
14954,Shoe,3500,1.0,2025-03-22,Unkown-Adress,3500.0
14955,Samsung S22,38000,1.0,Unknown-Date,Unkown-Adress,38000.0
14956,Laptop Bag,2500,2.0,2025-01-15,"Bole, Addis Ababa",5000.0
14957,Laptop Bag,2500,2.0,2025-03-22,"Adama, Ethiopia",5000.0
14958,Samsung S22,38000,1.0,2025-05-12,Unkown-Adress,38000.0
14959,Shoe,3500,1.0,2025-05-12,"Hawassa, Ethiopia",3500.0
14960,Laptop Bag,2500,1.0,2025-02-10,Unkown-Adress,2500.0
14961,MacBook Pro,120000,1.0,Unknown-Date,"Bole, Addis Ababa",120000.0
14962,iPhone 13,45000,1.0,Unknown-Date,"Bole, Addis Ababa",45000.0
14963,MacBook Pro,120000,1.0,Unknown-Date,Unkown-Adress,120000.0
14964,Wireless Mouse,1200,1.0,2025-05-12,"Bole, Addis Ababa",1200.0
14965,Samsung S22,38000,1.0,2025-03-22,Unkown-Adress,38000.0
14966,Wireless Mouse,1200,1.0,2025-04-05,"Megenagna, Addis Ababa",1200.0
14967,Wireless Mouse,1200,1.0,Unknown-Date,"Megenagna, Addis Ababa",1200.0
14968,MacBook Pro,120000,1.0,2025-01-15,Unkown-Adress,120000.0
14969,Laptop Bag,2500,1.0,2025-01-15,Unkown-Adress,2500.0
14970,Wireless Mouse,1200,1.0,2025-05-12,"Bahir Dar, Ethiopia",1200.0
14971,iPhone 13,45000,2.0,2025-01-15,"Bahir Dar, Ethiopia",90000.0
14972,Samsung S22,38000,3.0,Unknown-Date,Unkown-Adress,114000.0
14973,Shoe,3500,3.0,Unknown-Date,"Megenagna, Addis Ababa",10500.0
14974,MacBook Pro,120000,1.0,2025-01-15,"Bole, Addis Ababa",120000.0
14975,Samsung S22,38000,3.0,2025-02-10,Unkown-Adress,114000.0
14976,Samsung S22,38000,1.0,Unknown-Date,Unkown-Adress,38000.0
14977,iPhone 13,45000,3.0,2025-01-15,Unkown-Adress,135000.0
14978,Wireless Mouse,1200,1.0,Unknown-Date,"Bahir Dar, Ethiopia",1200.0
14979,iPhone 13,45000,3.0,Unknown-Date,Unkown-Adress,135000.0
